x1,x2,x3,x4,x5,x6,x7,x15,x16,x17,y1
6.162109375,8.518554688,3.080566406,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,0.690410156,56.53
6.162109375,8.518554688,3.080566406,0.235791016,0.144384766,0.346533203,0.173388672,1.423535156,1.826806641,1.408417969,60.5
6.025390625,8.161132813,3.092285156,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,0.904394531,60.7
6.560546875,8.147460938,3.047363281,0.149658203,0.346533203,0.517041016,0.175146484,1.421894531,1.744423828,0.915996094,62.2
7.068359375,8.295898438,3.683105469,0.256884766,0.169873047,0.343896484,0.173388672,1.423535156,1.754814453,0.690410156,62.7
6.162109375,8.295898438,3.080566406,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,63.34
7.283203125,8.036132813,3.188964844,0.479248047,0.252490234,0.600537109,0.269189453,1.421074219,1.683935547,0.491894531,63.36
7.330078125,9.278320313,3.153808594,0.264794922,0.157568359,0.125927734,0.525830078,1.428730469,1.611201172,0.472558594,63.55
6.630859375,9.077148438,3.136230469,0.390478516,0.352685547,0.554833984,0.103076172,1.419433594,1.582626953,0.546035156,64.27
6.162109375,8.518554688,3.080566406,0.235791016,0.144384766,0.343896484,0.422998047,1.423535156,1.826806641,1.408417969,64.61
6.162109375,8.518554688,3.080566406,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,64.67
6.162109375,8.518554688,3.080566406,0.235791016,0.169873047,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,64.8
6.162109375,8.518554688,3.080566406,0.256884766,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,64.88
6.025390625,8.161132813,3.092285156,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.612685547,1.643027344,64.91
7.283203125,8.458007813,3.188964844,0.479248047,0.252490234,0.600537109,0.269189453,1.421074219,1.710654297,0.491894531,65.05
6.162109375,8.518554688,3.080566406,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.754814453,1.408417969,65.12
6.025390625,8.161132813,3.092285156,0.197998047,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,65.17
6.025390625,8.161132813,3.092285156,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,65.25
7.380859375,8.702148438,3.573730469,0.411572266,0.408935547,0.273583984,0.159326172,1.436660156,1.653876953,0.463535156,65.28
7.283203125,8.458007813,3.188964844,0.479248047,0.252490234,0.600537109,0.269189453,1.421074219,1.683935547,0.491894531,65.47
9.763671875,8.206054688,3.821777344,0.318408203,0.139111328,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,66.11
7.21484375,8.822265625,3.254882813,0.136035156,0.313574219,0.382128906,0.269628906,1.410273438,1.644785156,1.036523438,66.22
6.025390625,8.161132813,3.092285156,0.208544922,0.575048828,0.140869141,0.325439453,1.415332031,1.591904297,1.643027344,66.94
6.748046875,8.639648438,3.520019531,0.300830078,0.293798828,0.190087891,0.277099609,1.414511719,1.775595703,1.302714844,68.06
6.341796875,9.120117188,3.419433594,0.508251953,0.379052734,0.264794922,0.231396484,1.413417969,1.752587891,0.827050781,68.22
9.763671875,8.206054688,3.821777344,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.650908203,0.522832031,68.36
7.166015625,9.516601563,3.128417969,0.196240234,0.303466797,0.630419922,0.123291016,1.424628906,1.779677734,0.551191406,68.61
9.185546875,8.206054688,3.821777344,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,68.86
6.509765625,8.668945313,3.479003906,0.141748047,0.339501953,0.313134766,0.133837891,1.457988281,1.474638672,0.517675781,69.03
6.025390625,8.833007813,3.092285156,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,69.59
7.283203125,8.458007813,3.188964844,0.479248047,0.406298828,0.600537109,0.269189453,1.421074219,1.683935547,0.491894531,69.61
6.076171875,8.350585938,3.273925781,0.831689453,0.128564453,0.200634766,0.182177734,1.435292969,1.610830078,0.513808594,69.75
7.068359375,8.518554688,3.080566406,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,71.03
6.111328125,8.450195313,3.974121094,0.201513672,0.262158203,0.217333984,0.406298828,1.430917969,1.525107422,0.734238281,71.45
9.763671875,8.206054688,3.821777344,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,72
7.330078125,8.168945313,3.153808594,0.264794922,0.157568359,0.125927734,0.525830078,1.428730469,1.611201172,0.847675781,72.2
6.162109375,8.518554688,3.683105469,0.235791016,0.144384766,0.346533203,0.422998047,1.423535156,1.826806641,1.408417969,72.5
6.341796875,9.120117188,3.039550781,0.743798828,0.379052734,0.264794922,0.231396484,1.413417969,1.752587891,0.827050781,72.5
7.21484375,8.822265625,3.254882813,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.743496094,1.036523438,72.69
9.763671875,8.206054688,3.821777344,0.258642578,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,72.86
9.763671875,8.206054688,3.821777344,0.318408203,0.382568359,0.233154297,0.347412109,1.410136719,1.522509766,0.522832031,73.08
7.283203125,8.458007813,3.904785156,0.479248047,0.252490234,0.600537109,0.269189453,1.421074219,1.683935547,0.491894531,73.19
9.763671875,8.206054688,3.973144531,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,73.33
6.412109375,8.905273438,3.050292969,0.263916016,0.359716797,0.336865234,0.222607422,1.439121094,1.781533203,1.278222656,73.37
6.412109375,8.905273438,3.050292969,0.263916016,0.359716797,0.336865234,0.233154297,1.439121094,1.781533203,1.278222656,73.5
6.751953125,8.735351563,3.195800781,0.681396484,0.309619141,0.100439453,0.242822266,1.422441406,1.546630859,0.619511719,73.61
9.763671875,8.206054688,3.821777344,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.539589844,73.67
7.21484375,8.822265625,3.237304688,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.644785156,1.036523438,73.72
6.283203125,8.536132813,3.154785156,0.264794922,0.181298828,0.309619141,0.594384766,1.432832031,1.805654297,1.065527344,73.86
7.21484375,8.822265625,3.254882813,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.644785156,1.036523438,73.89
6.568359375,8.096679688,3.307128906,0.242822266,0.502978516,0.322802734,0.134716797,1.430097656,1.764462891,1.604355469,74.06
6.025390625,8.161132813,3.751464844,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,74.08
7.21484375,8.822265625,3.254882813,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.644785156,1.077773438,74.27
6.025390625,8.161132813,3.092285156,0.208544922,0.758740234,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,74.44
6.259765625,9.543945313,3.041503906,0.535498047,0.170751953,0.369384766,0.415087891,1.446230469,1.640888672,0.555058594,74.5
7.533203125,8.161132813,3.092285156,0.208544922,0.575048828,0.140869141,0.200634766,1.415332031,1.591904297,1.643027344,74.59
7.330078125,9.278320313,3.153808594,0.264794922,0.157568359,0.125927734,0.358837891,1.428730469,1.611201172,0.847675781,74.75
6.083984375,9.038085938,3.140136719,0.190087891,0.271826172,0.164599609,0.335107422,1.448964844,1.682080078,1.345253906,74.97
6.412109375,8.905273438,3.050292969,0.263916016,0.359716797,0.336865234,0.222607422,1.439121094,1.781533203,1.707480469,75.22
7.21484375,8.822265625,3.254882813,0.136035156,0.313574219,0.629980469,0.338183594,1.410273438,1.644785156,1.036523438,75.33
6.412109375,8.905273438,3.050292969,0.263916016,0.359716797,0.336865234,0.222607422,1.439121094,1.604150391,1.278222656,75.36
7.21484375,8.822265625,3.254882813,0.136035156,0.380371094,0.629980469,0.269628906,1.410273438,1.644785156,1.036523438,75.64
7.50390625,8.822265625,3.254882813,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.644785156,1.036523438,76.06
6.412109375,9.315429688,3.050292969,0.263916016,0.359716797,0.336865234,0.222607422,1.439121094,1.781533203,1.278222656,76.06
6.552734375,9.166992188,3.350097656,0.485400391,0.358837891,0.174267578,0.328076172,1.420253906,1.483916016,0.736816406,76.25
7.21484375,9.255859375,3.254882813,0.136035156,0.313574219,0.629980469,0.269628906,1.410273438,1.644785156,1.036523438,76.33
6.435546875,9.608398438,3.160644531,0.314892578,0.532861328,0.485400391,0.143505859,1.418613281,1.817158203,0.952089844,76.36
8.408203125,8.594726563,3.203613281,0.364990234,0.205029297,0.360595703,0.687548828,1.411503906,1.804912109,0.588574219,76.63
6.830078125,8.918945313,3.854003906,0.479248047,0.452001953,0.200634766,0.246337891,1.422988281,1.712138672,0.637558594,76.63
8.677734375,9.229492188,3.193847656,0.176025391,0.274462891,0.427392578,0.637451172,1.411503906,1.709541016,0.530566406,76.92
6.794921875,8.209960938,3.391113281,0.515283203,0.318408203,0.320166016,0.505615234,1.413144531,1.495048828,0.792246094,76.95
9.763671875,8.983398438,3.821777344,0.318408203,0.382568359,0.233154297,0.312255859,1.410136719,1.522509766,0.522832031,77.28
8.775390625,8.458007813,3.188964844,0.479248047,0.252490234,0.600537109,0.269189453,1.421074219,1.683935547,0.491894531,77.3
6.607421875,8.303710938,3.656738281,0.388720703,0.388720703,0.249853516,0.582958984,1.411230469,1.690986328,0.977871094,77.67
7.009765625,9.750976563,3.276855469,0.329833984,0.225244141,0.131201172,0.439697266,1.478496094,1.687646484,0.458378906,77.83
7.048828125,8.040039063,3.566894531,0.403662109,0.179541016,0.310498047,0.191845703,1.504472656,1.696552734,0.542167969,77.84
6.341796875,9.120117188,3.419433594,0.743798828,0.379052734,0.264794922,0.231396484,1.413417969,1.752587891,0.827050781,78.28
6.341796875,9.131835938,3.419433594,0.743798828,0.379052734,0.264794922,0.231396484,1.413417969,1.752587891,0.827050781,78.31
7.607421875,8.749023438,3.621582031,0.518798828,0.582080078,0.112744141,0.213818359,1.425175781,1.558876953,0.467402344,78.42
6.470703125,9.489257813,3.267089844,0.240185547,0.379052734,0.220849609,0.311376953,1.437207031,1.535498047,0.801269531,78.72
6.568359375,8.096679688,3.307128906,0.242822266,0.401904297,0.648876953,0.134716797,1.430097656,1.764462891,1.604355469,78.78
9.619140625,8.696289063,3.694824219,0.129443359,0.215576172,0.444091797,0.133837891,1.416152344,1.656474609,0.638847656,78.78
6.076171875,8.350585938,3.273925781,0.448486328,0.128564453,0.200634766,0.182177734,1.625332031,1.610830078,0.513808594,78.81
8.919921875,8.147460938,3.047363281,0.149658203,0.346533203,0.517041016,0.175146484,1.421894531,1.744423828,0.915996094,78.83
6.552734375,9.166992188,3.350097656,0.485400391,0.124169922,0.174267578,0.328076172,1.420253906,1.483916016,1.248574219,78.86
6.162109375,8.295898438,3.683105469,0.256884766,0.169873047,0.343896484,0.173388672,1.528808594,1.754814453,0.690410156,79.3
8.310546875,8.393554688,3.254394531,0.343017578,0.110986328,0.232275391,0.150537109,1.427363281,1.567783203,1.075839844,79.36
6.298828125,8.043945313,3.208496094,0.299951172,0.585595703,0.287646484,0.167236328,1.522792969,1.709169922,0.548613281,79.56
6.568359375,8.096679688,3.307128906,0.242822266,0.502978516,0.648876953,0.134716797,1.430097656,1.764462891,1.133847656,79.66
6.240234375,8.885742188,3.553222656,0.365869141,0.372900391,0.638330078,0.257763672,1.415878906,1.596728516,1.062949219,79.67
6.529296875,8.088867188,3.560058594,0.195361328,0.111865234,0.222607422,0.154052734,1.479042969,1.758525391,1.425175781,80.03
9.029296875,8.749023438,3.621582031,0.339501953,0.582080078,0.112744141,0.213818359,1.425175781,1.558876953,0.467402344,80.14
6.552734375,9.166992188,3.350097656,0.485400391,0.358837891,0.174267578,0.328076172,1.420253906,1.560361328,1.248574219,80.23
7.330078125,9.278320313,3.153808594,0.264794922,0.114501953,0.125927734,0.525830078,1.428730469,1.611201172,0.847675781,80.25
7.330078125,9.278320313,3.153808594,0.264794922,0.157568359,0.125927734,0.525830078,1.428730469,1.611201172,0.847675781,80.44
6.341796875,9.120117188,3.419433594,0.743798828,0.379052734,0.264794922,0.231396484,1.413417969,1.604892578,0.827050781,80.53
6.599609375,9.299804688,3.752441406,0.587353516,0.130322266,0.526708984,0.296435547,1.410410156,1.725869141,0.892792969,80.83
8.919921875,8.147460938,3.047363281,0.149658203,0.428271484,0.517041016,0.175146484,1.421894531,1.744423828,0.915996094,81
6.474609375,8.096679688,3.307128906,0.242822266,0.502978516,0.648876953,0.134716797,1.430097656,1.764462891,1.604355469,81.11
6.552734375,8.928710938,3.350097656,0.485400391,0.358837891,0.174267578,0.328076172,1.420253906,1.483916016,1.248574219,81.31
